emp_id,status,job_effective_date,base_salary,bonus
936,Inactive,03/19/2015,52776,3214
937,Active - Regular Non-Exempt (Part-time),02/02/2014,51857,9342
938,Active - Regular Non-Exempt (Full-time),12/15/2014,54663,5619
939,Active - Regular Non-Exempt (Full-time),01/29/2015,54831,1173
940,Active - Regular Exempt (Part-time),10/25/2013,53966,6930
941,Active - Regular Exempt (Full-time),08/17/2014,58415,5460
942,Active - Regular Exempt (Part-time),04/15/2013,52055,5292
943,Active - Regular Exempt (Part-time),02/08/2013,53080,2211
944,Active - Regular Non-Exempt (Full-time),11/18/2015,53842,6966
945,Active - Regular Exempt (Part-time),12/24/2012,53754,5662
946,Active - Regular Exempt (Full-time),01/02/2013,50651,9521
947,Active - Regular Exempt (Part-time),02/07/2013,57761,3664
948,Active - Regular Exempt (Full-time),02/17/2013,50700,4033
949,Active - Regular Non-Exempt (Full-time),01/26/2013,51172,9581
950,Inactive,02/25/2014,50863,3816
951,Inactive,04/30/2015,52162,1578
952,Inactive,01/27/2013,51550,6119
953,Active - Regular Non-Exempt (Part-time),01/27/2014,54950,5410
954,Inactive,01/16/2014,51920,8756
955,Active - Regular Exempt (Full-time),03/08/2015,55363,2091
956,Active - Regular Non-Exempt (Full-time),08/21/2014,51743,1041
957,Active - Regular Exempt (Full-time),10/06/2013,55836,9076
958,Inactive,11/05/2015,50524,4295
959,Active - Regular Exempt (Part-time),06/28/2013,50455,8173
960,Active - Regular Exempt (Part-time),08/18/2015,57310,2365
961,Active - Regular Exempt (Part-time),10/07/2015,52069,4444
962,Inactive,07/23/2013,56025,9566
963,Active - Regular Non-Exempt (Part-time),06/23/2014,59151,8599
964,Active - Regular Non-Exempt (Part-time),03/18/2014,58684,4057
965,Inactive,05/12/2014,50981,1954
966,Active - Regular Exempt (Full-time),10/29/2014,59484,2257
967,Active - Regular Non-Exempt (Part-time),09/24/2014,51801,5381
968,Active - Regular Exempt (Part-time),07/01/2015,52963,3061
969,Active - Regular Non-Exempt (Part-time),10/24/2015,54261,5427
970,Inactive,10/13/2015,51278,9715
971,Active - Regular Non-Exempt (Full-time),02/21/2015,52419,9414
972,Active - Regular Non-Exempt (Full-time),08/20/2015,57194,4491
973,Active - Regular Non-Exempt (Part-time),09/09/2014,50573,1161
974,Active - Regular Non-Exempt (Full-time),03/15/2014,58050,9028
975,Active - Regular Non-Exempt (Part-time),09/13/2014,50618,3183
976,Active - Regular Non-Exempt (Part-time),10/04/2014,52116,7509
977,Active - Regular Non-Exempt (Part-time),06/28/2013,50102,9882
978,Active - Regular Non-Exempt (Full-time),03/12/2015,53277,5427
979,Active - Regular Non-Exempt (Part-time),08/19/2015,53908,2269
980,Active - Regular Exempt (Full-time),03/07/2015,51422,7475
981,Active - Regular Exempt (Part-time),04/28/2015,57036,7115
982,Active - Regular Exempt (Full-time),05/30/2015,53826,2481
983,Active - Regular Non-Exempt (Part-time),09/01/2015,56265,4272
984,Active - Regular Exempt (Full-time),11/07/2014,59218,8915
985,Active - Regular Exempt (Full-time),03/22/2013,57679,8274
986,Active - Regular Exempt (Full-time),06/05/2013,52273,9439
987,Active - Regular Non-Exempt (Full-time),09/26/2015,58262,3671
988,Active - Regular Non-Exempt (Part-time),09/18/2015,54448,6468
989,Active - Regular Exempt (Part-time),10/31/2015,50812,8477
990,Active - Regular Exempt (Part-time),12/29/2015,52653,7497
991,Active - Regular Non-Exempt (Part-time),01/28/2013,59636,1130
992,Inactive,11/01/2014,59895,6143
993,Inactive,11/08/2013,50873,2754
994,Active - Regular Exempt (Part-time),05/27/2013,53193,1227
995,Active - Regular Non-Exempt (Full-time),04/04/2014,54768,1405
996,Active - Regular Non-Exempt (Full-time),04/19/2015,51281,8297
997,Active - Regular Exempt (Full-time),11/24/2015,52338,5881
998,Active - Regular Non-Exempt (Part-time),07/31/2015,57835,6092
999,Inactive,02/24/2015,57284,2479
1000,Active - Regular Non-Exempt (Part-time),10/18/2014,53696,1834
